speed,latitude,longitude,route_type,anomaly
1.0935118,50.252464,28.649565,0.7163528,1
1.041383,50.236576,28.61402,0.13201858,-1
4.5922117,50.23949,28.626228,0.049692124,-1
42.680164,50.2413,28.633654,1.5302374,1
1.9316046,50.305042,28.618876,1.4389521,-1
0.10343833,50.24523,28.654045,1.2790611,1
41.42581,50.239937,28.724232,1.4414982,-1
9.887259,50.25826,28.704744,1.3827643,1
23.120655,50.228138,28.725206,1.4354967,-1
1.2301043,50.233707,28.662159,1.1880053,1
40.395382,50.22974,28.704014,1.1166605,-1
36.765823,50.23103,28.675694,0.71207577,1
48.361496,50.232975,28.65495,0.48827797,-1
10.784502,50.237858,28.613474,0.6313452,-1
0.38170972,50.251514,28.711275,1.0096556,1
4.696903,50.244144,28.686083,0.5250573,1
27.310753,50.252316,28.672228,0.90596306,1
0.15730932,50.257156,28.619112,1.0239903,1
26.955168,50.28862,28.597885,1.1008104,-1
0.014072042,50.25823,28.731138,0.8025456,-1
45.95418,50.269188,28.662355,0.78205603,1
18.74982,50.252693,28.705688,0.47546473,1
0.32014722,50.258343,28.620699,0.54860723,1
1.0910983,50.234905,28.609737,0.22500561,-1
11.412006,50.23534,28.618198,0.080040805,-1
36.819836,50.266994,28.649906,0.93085736,1
4.143985,50.28341,28.644356,0.9781624,1
9.052397,50.27411,28.721832,1.1142994,1
27.781818,50.25899,28.68699,0.4559572,1
11.38691,50.27091,28.690153,0.7407804,1
1.3426064,50.25894,28.718725,0.67017424,1
0.0334651,50.27796,28.636976,0.39495552,1
0.36088032,50.279137,28.695318,0.86187464,1
36.812885,50.265503,28.643675,0.86385864,1
2.28297,50.29806,28.676458,0.58565867,1
0.2583921,50.29061,28.619486,1.3581442,1
41.04896,50.251442,28.625408,1.0414741,1
0.45708835,50.30488,28.598822,1.0249354,-1
0.055681426,50.2532,28.658798,1.159696,1
40.598045,50.245605,28.72077,1.263358,1
4.798798,50.26834,28.699646,1.2323458,1
20.874023,50.228218,28.72414,1.2891221,-1
0.84281826,50.235443,28.656303,1.0368212,1
33.36865,50.230724,28.702496,0.83344525,-1
26.584686,50.2328,28.671524,0.43193707,1
42.47896,50.2365,28.63964,0.26650444,-1
12.474774,50.242603,28.603743,0.26632008,-1
6.697479,50.251534,28.654884,1.9963706,1
17.030737,50.252544,28.65856,1.99913,1
36.632915,50.26132,28.68965,1.9995289,1
0.84633297,50.26629,28.633478,1.9998049,1
21.813612,50.271584,28.687159,1.9997392,1
42.568,50.242096,28.706196,1.9996549,1
3.5530665,50.29376,28.600086,1.999738,1
30.842638,50.269558,28.631857,1.9943933,1
26.83917,50.23568,28.668549,1.9988247,1
19.75198,50.25333,28.69517,1.9856265,1
0.40783086,50.259365,28.633955,1.8036258,1
37.77284,50.260597,28.637695,0.9749922,1
0.4565637,50.302433,28.622652,0.98005,-1
0.4249412,50.265507,28.652729,0.83211106,1
13.042783,50.269264,28.663748,0.8244374,1
30.523306,50.246544,28.708502,0.9960339,1
0.31497252,50.283558,28.661276,1.0962389,1
0.3296689,50.281105,28.70963,1.0734646,1
11.91877,50.294804,28.639034,1.08,1
1.7436255,50.293533,28.693724,1.0906787,1
36.042606,50.29076,28.627523,1.1017654,1
6.785214,50.280056,28.702507,1.0386254,1
35.356823,50.266785,28.654514,0.96242857,1
0.26086307,50.295975,28.6081,0.9514019,-1
0.32871082,50.257053,28.700903,0.7834211,1
39.07489,50.2366,28.716904,0.5570015,-1
35.544533,50.24758,28.701933,0.72624236,1
23.666061,50.22939,28.728832,0.77999055,-1
0.17869459,50.250954,28.690657,0.8883151,1
1.7326112,50.242123,28.715347,1.0882688,1
26.713047,50.240856,28.685064,0.50230545,1
24.310497,50.248276,28.670502,0.14770938,1
17.133867,50.256145,28.635683,0.36240336,1
27.93059,50.292908,28.731194,0.9556798,-1
50.582947,50.260296,28.684927,1.3431863,1
11.97921,50.270023,28.668049,0.8567024,1
13.067279,50.252243,28.651379,1.1192453,1
12.596114,50.272804,28.717728,1.0668354,1
0.83780307,50.288815,28.680948,1.3155822,1
0.22277448,50.279034,28.707453,1.0895903,1
1.0887816,50.28431,28.650583,1.1656685,1
0.0060111852,50.276947,28.708385,1.1968153,1
33.515125,50.289524,28.675411,1.3464713,1
14.947302,50.278694,28.692692,1.3195931,1
7.069678,50.251484,28.655092,1.9963284,1
16.65998,50.25258,28.659279,1.9991351,1
38.26707,50.260845,28.688845,1.9994855,1
0.66743773,50.26182,28.640097,1.9997972,1
22.200418,50.26927,28.685741,1.9997721,1
38.545616,50.24354,28.707886,1.99963,1
1.3539279,50.274933,28.628355,1.9998424,1
49.134895,50.254765,28.66281,1.9952347,1
4.227592,50.23763,28.658875,1.9976776,1
7.405233,50.25625,28.657028,1.9926479,1
0.45840085,50.25702,28.632038,1.7520711,1
33.34478,50.263958,28.657799,1.0268762,1
3.597771,50.269417,28.617815,0.9764013,1
2.4413195,50.264027,28.65737,1.0826665,1
17.942566,50.26566,28.660492,1.0107045,1
25.980349,50.259365,28.705444,0.8433088,1
0.04538193,50.287533,28.653996,1.0764189,1
0.020930856,50.281826,28.712933,0.9932935,1
24.008018,50.288998,28.667372,1.3741322,1
1.1002083,50.289326,28.68348,1.4154671,1
30.472803,50.286255,28.628717,1.2960309,1
16.102592,50.252304,28.694912,0.98223317,1
43.14922,50.283237,28.72223,0.95011145,-1
54.067055,50.249783,28.664156,1.26979,-1
14.314925,50.254047,28.645014,0.7941958,1
8.780315,50.249043,28.673288,1.2048786,1
29.704731,50.261566,28.710812,1.0128229,1
0.06898589,50.27484,28.637892,0.6849924,1
0.11195334,50.25814,28.663698,0.8305976,1
1.7004195,50.260956,28.647875,1.0694145,1
0.07187781,50.26874,28.698647,1.2618171,1
40.994926,50.28587,28.652147,1.242488,1
18.098116,50.263905,28.6906,1.0416965,1
5.623228,50.251266,28.653124,1.9965532,1
0.6133046,50.270683,28.700674,1.9997698,1
12.939082,50.295143,28.710133,1.9996351,1
0.83941245,50.250515,28.67408,1.9997697,1
2.058621,50.27028,28.644419,1.9998412,1
23.767994,50.259888,28.681337,1.997858,1
4.951824,50.243736,28.612864,1.9995962,1
30.317062,50.25694,28.67043,1.999195,1
25.681805,50.26216,28.667667,1.998384,1
0.5595383,50.260307,28.712753,1.9986292,1
29.853561,50.279556,28.661993,1.9724241,1
20.150871,50.293095,28.73257,0.966233,-1
44.5652,50.25762,28.70057,1.3180021,1
15.52121,50.272404,28.68259,0.9564851,1
9.352076,50.26795,28.635105,1.05782,1
11.2816,50.27104,28.704191,1.2220054,1
36.135468,50.293064,28.68686,1.539381,1
0.77385736,50.295692,28.721588,1.456857,-1
0.21224186,50.284004,28.677156,1.3723856,1
0.02835031,50.27148,28.727098,1.3395978,1
8.310911,50.276737,28.659586,1.2751474,1
1.3367515,50.26661,28.680725,1.3244145,1
1.1272086,50.268898,28.72579,0.98630387,1
12.81782,50.242657,28.702608,0.7783032,1
29.403948,50.256847,28.692238,1.1558287,1
6.3831367,50.27486,28.644094,1.0543891,1
25.145193,50.27055,28.644405,1.2802756,1
19.889214,50.29573,28.6983,1.2619005,1
37.884483,50.29778,28.699251,1.248909,-1
0.24164282,50.301533,28.664423,1.5175581,1
0.8609921,50.26727,28.708397,1.5315968,1
0.5862362,50.276306,28.640606,1.1774073,1
0.03285996,50.25756,28.696695,1.2356867,1
1.1767738,50.269753,28.72542,0.99670696,1
3.735307,50.260674,28.669918,0.79084796,1
15.29387,50.271324,28.71774,0.88913643,1
0.10322321,50.272636,28.65477,1.1111748,1
23.570763,50.29187,28.69584,0.8582772,-1
30.0206,50.301155,28.702728,1.6927404,-1
0.88424283,50.301697,28.721895,1.6628122,-1
37.84711,50.26145,28.735186,1.0530804,-1
0.016698884,50.269413,28.626036,0.35574946,1
0.11221096,50.24528,28.66531,0.5227718,1
17.76056,50.237637,28.618347,0.12782745,-1
34.31927,50.265575,28.67847,1.0403105,1
0.81190664,50.25236,28.596527,1.0797956,1
0.26591638,50.239902,28.660107,0.7265179,1
42.53614,50.25854,28.66935,1.26716,1
15.433241,50.253582,28.700247,1.1134177,1
0.4338289,50.289993,28.661211,1.2274827,1
0.11371818,50.27653,28.70908,1.0203879,1
15.36312,50.292103,28.639103,1.3060004,1
2.9351935,50.289265,28.680435,1.1772025,1
33.067146,50.28682,28.622929,1.1386707,1
7.3439775,50.259026,28.698141,1.047013,1
22.259922,50.250385,28.665745,1.9948186,1
22.972082,50.26909,28.647396,1.9984386,1
3.6867287,50.25564,28.677366,1.9997163,1
9.9437475,50.266335,28.653353,1.9998249,1
27.336922,50.249195,28.689934,1.9996089,1
8.274841,50.253883,28.642916,1.9998033,1
51.998035,50.251694,28.68429,1.9976066,1
5.9008646,50.23844,28.657225,1.9979906,1
4.2595515,50.24484,28.644543,1.9946699,1
0.4321181,50.252598,28.638544,1.8263167,1
4.0223536,50.24941,28.656467,1.9427474,1
34.09972,50.263714,28.651073,1.009065,1
0.3260715,50.293564,28.606642,0.9884204,1
0.36195904,50.25852,28.661938,0.81664264,1
20.961805,50.265415,28.66623,0.9389651,1
24.871273,50.246346,28.705011,1.0146617,1
0.36148965,50.285057,28.660307,1.1099262,1
0.21440165,50.279312,28.70623,1.026646,1
12.923588,50.293266,28.6369,1.1485298,1
1.8795701,50.292507,28.68762,1.1285335,1
34.26194,50.28945,28.625475,1.1078835,1
6.1672926,50.271744,28.701586,1.0207149,1
37.889503,50.267548,28.689592,1.023068,1
46.308144,50.245155,28.63854,1.0621688,1
6.3321886,50.255203,28.646624,0.96337914,1
12.613288,50.27078,28.688713,1.2679597,1
39.648983,50.25867,28.6952,0.8167842,1
0.013911189,50.263844,28.626331,0.6152224,1
0.12734444,50.24238,28.675634,0.63341606,1
9.833393,50.243336,28.655651,1.0979673,1
2.4752345,50.24972,28.687641,1.3156612,1
53.085575,50.255066,28.639399,1.0709267,-1
36.964764,50.235977,28.69422,0.81215185,1
0.5848258,50.260597,28.71952,0.9745879,1
6.02123,50.249542,28.682295,0.6459968,1
32.86161,50.26005,28.71104,1.0368187,1
7.535435,50.266518,28.638266,0.9992921,1
12.847027,50.27903,28.63771,1.1888827,1
26.357538,50.290504,28.664553,1.4491031,1
23.098625,50.301968,28.712713,1.3448126,-1
31.941866,50.29907,28.690634,1.2856834,-1
2.223403,50.29373,28.711258,1.3396866,1
3.3390837,50.284836,28.660467,1.3907223,1
0.1488078,50.270496,28.69946,1.5466441,1
0.38857186,50.25299,28.712425,0.99960375,1
4.97794,50.242718,28.69075,0.56481093,1
24.912725,50.25195,28.669811,0.9103357,1
0.17342912,50.256344,28.615326,0.9400438,1
27.934557,50.28724,28.59802,1.112343,-1
0.0156283,50.259186,28.732021,0.79764515,-1
46.093273,50.26936,28.664026,0.78346837,1
18.22501,50.252724,28.705254,0.48062453,1
0.34661704,50.257328,28.62131,0.55140597,1
1.2525542,50.23436,28.610422,0.19529168,-1
10.9106,50.23498,28.620565,0.050462686,-1
6.103411,50.25106,28.65301,1.9965153,1
0.95873,50.266457,28.695196,1.9997422,1
17.021671,50.29231,28.709457,1.999643,1
0.78787935,50.2491,28.678955,1.9997689,1
2.4163852,50.267933,28.646172,1.9998437,1
21.406347,50.258316,28.679852,1.998059,1
7.5000467,50.24019,28.621414,1.9996036,1
27.501059,50.257786,28.672256,1.9993433,1
29.636196,50.26588,28.66002,1.9982526,1
0.48165393,50.255188,28.711477,1.9985616,1
33.115173,50.27503,28.662249,1.9800706,1
0.40641013,50.254753,28.713749,0.9924209,1
5.3174405,50.244114,28.686802,0.5622983,1
27.844551,50.250538,28.683924,0.8704637,1
0.11258109,50.25452,28.619778,0.9950396,1
25.834112,50.289925,28.597563,1.0709769,-1
0.017653592,50.257195,28.727676,0.74089307,1
45.254498,50.26907,28.659388,0.68771577,1
17.473698,50.25029,28.701628,0.43916953,1
0.30083117,50.254272,28.614977,0.47553056,1
1.0488827,50.234768,28.608047,0.20321442,-1
11.201321,50.23472,28.61657,0.06302105,-1
36.241104,50.261715,28.645723,0.99922353,1
0.22228383,50.299877,28.59309,0.9423534,-1
0.15443237,50.269524,28.660744,0.84120613,1
48.64346,50.253708,28.721561,0.9334687,-1
6.707435,50.272213,28.702448,1.125048,1
22.938967,50.228264,28.721426,1.2239047,-1
0.8274668,50.236355,28.646734,1.0380738,1
25.983818,50.231316,28.695421,0.7307416,1
25.087822,50.233593,28.65228,0.32057503,1
36.801846,50.238186,28.625517,0.13768196,-1
22.499826,50.2421,28.602924,0.09699636,-1
16.969711,50.29251,28.731293,0.970211,-1
10.116872,50.273895,28.62377,1.2113284,1
3.09762,50.269535,28.649101,0.7582067,1
0.09257236,50.261032,28.621223,0.9714746,1
1.2142313,50.250942,28.665604,0.47479522,1
0.3585542,50.277073,28.616514,1.3262722,1
0.032382704,50.25082,28.696308,1.2362391,1
10.587101,50.28291,28.67926,1.3279327,1
7.8393226,50.277866,28.687243,1.3164496,1
17.32576,50.29316,28.635483,1.1427256,1
18.722979,50.267944,28.694227,0.9366099,1
40.26429,50.269085,28.695372,0.9958254,1
49.306694,50.241215,28.67232,1.1246246,1
18.337181,50.24771,28.7265,0.7841456,-1
0.06759062,50.26427,28.65484,0.64988285,1
20.458138,50.299824,28.609167,0.9741516,-1
0.20707966,50.26027,28.72724,0.6986536,1
5.0448184,50.264942,28.63834,0.78669643,1
0.25282007,50.27921,28.668352,0.9081355,1
32.602333,50.24524,28.662996,0.7432425,1
0.51255715,50.253796,28.610094,0.1761183,1
2.7848015,50.253845,28.617292,0.106015764,1
33.71312,50.265015,28.674353,1.0427212,1
0.9845591,50.256676,28.599468,1.0489136,1
0.31035665,50.241463,28.654432,0.84274536,1
40.93513,50.25963,28.667728,1.1967858,1
15.990955,50.254192,28.70211,1.0363334,1
0.26400816,50.290733,28.662462,1.2084882,1
0.04661315,50.27957,28.70998,1.0448291,1
19.184223,50.291676,28.645166,1.3647203,1
2.54074,50.28924,28.675804,1.2450756,1
29.31694,50.285736,28.622353,1.1990194,1
10.023086,50.254333,28.695776,1.049542,1
6.2165003,50.251015,28.65298,1.9965068,1
0.61677384,50.27045,28.700617,1.9997667,1
12.680218,50.29512,28.71054,1.9996679,1
1.2573683,50.24706,28.681673,1.9997647,1
1.4949492,50.269505,28.645033,1.9998525,1
21.042356,50.25923,28.676895,1.9977075,1
12.938297,50.237617,28.6335,1.9995698,1
19.244343,50.259834,28.668446,1.9995651,1
41.17282,50.27311,28.656977,1.9972383,1
0.42066005,50.250683,28.706976,1.9981893,1
33.09085,50.270164,28.658587,1.9862444,1
37.93534,50.24029,28.690207,1.9794165,1
28.949696,50.283436,28.601135,1.9898381,1
0.3490764,50.240543,28.703684,1.9984355,1
7.037236,50.25121,28.680956,1.9997894,1
34.085014,50.24509,28.660782,1.9976087,1
5.084109,50.23295,28.651339,1.9994936,1
47.599064,50.237347,28.65739,1.9975313,1
0.68480563,50.246574,28.666958,1.9941995,1
13.399875,50.25795,28.685658,1.991559,1
16.456852,50.24568,28.639725,1.5190912,1
0.545029,50.238667,28.615776,1.6911691,1
38.861156,50.2894,28.728064,0.94228745,-1
53.504807,50.254436,28.67899,1.3440344,1
14.86168,50.259605,28.652296,0.80655706,1
10.334526,50.249973,28.658413,1.1120412,1
18.30859,50.264618,28.715796,1.1009339,1
0.44121268,50.285282,28.657059,1.0134969,1
0.0685083,50.265415,28.677269,1.0280191,1
1.586871,50.28353,28.656645,1.1541919,1
0.008029724,50.27848,28.70634,1.1632789,1
29.44254,50.29028,28.67186,1.3318591,1
8.953435,50.27953,28.688103,1.3590981,1
34.160633,50.264557,28.657091,1.0114214,1
15.383293,50.26099,28.650034,1.116739,1
18.038586,50.270615,28.673067,1.26232,1
12.929668,50.28337,28.695473,1.1584146,1
39.814903,50.253635,28.697023,0.7818038,1
0.0151693355,50.272938,28.633087,0.7294395,1
0.10327697,50.253464,28.68917,0.68961066,1
12.752597,50.251194,28.657682,1.1495994,1
1.4269764,50.26077,28.685686,1.3803753,1
50.116924,50.26825,28.63601,1.1733912,-1
32.032074,50.2414,28.694302,0.84544885,1
37.009163,50.26848,28.69167,1.018388,1
1.1977623,50.24323,28.594223,1.1800709,-1
0.29740608,50.241165,28.661839,0.6300109,1
35.28179,50.265873,28.670988,1.462835,1
1.9629908,50.257538,28.690434,1.3037516,1
1.5694344,50.28621,28.66327,1.3228471,1
0.60843337,50.272507,28.708223,1.1157503,1
14.070195,50.293167,28.643389,1.1794322,1
4.009235,50.28656,28.698483,1.0655441,1
38.57708,50.2912,28.632486,1.0010505,1
7.286228,50.272465,28.70509,1.0229808,1
35.949,50.262646,28.647455,0.99403477,1
0.20266905,50.299366,28.593086,0.91290534,-1
0.14888121,50.268505,28.663881,0.8094866,1
48.855095,50.25174,28.722216,0.9112888,-1
7.751834,50.271275,28.704008,1.1312692,1
23.509277,50.228275,28.72135,1.2389129,-1
0.91447353,50.236523,28.646965,1.0691515,1
27.33013,50.231285,28.696115,0.7480584,1
26.350206,50.233482,28.651175,0.34019074,1
37.937153,50.237812,28.627382,0.14717914,-1
21.846214,50.243492,28.601868,0.113702744,-1
41.219204,50.23767,28.651445,1.7778797,1
15.25466,50.299862,28.603296,1.9485493,-1
0.59893715,50.254208,28.62686,1.8494273,1
49.48864,50.247787,28.723085,1.8603727,-1
14.361492,50.24364,28.696714,1.6773721,1
30.943405,50.227943,28.727503,1.6466476,-1
0.75362086,50.23041,28.668514,1.4266826,1
40.77907,50.228676,28.697811,1.4485395,1
35.545013,50.2293,28.699005,0.8824628,-1
49.152138,50.23101,28.631784,0.72053856,-1
30.223331,50.234066,28.602642,0.5305079,-1
40.836056,50.23722,28.654776,1.8080086,1
21.758566,50.293327,28.598923,1.9746503,-1
0.2133686,50.241062,28.706144,1.9974655,1
1.8619697,50.26226,28.65524,1.999731,1
16.345459,50.257557,28.667858,1.9966563,1
18.426464,50.238117,28.670225,1.9993845,1
5.7928634,50.24121,28.669481,1.9986736,1
7.6260004,50.252113,28.685602,1.9775485,1
6.5622025,50.24423,28.675346,1.9913853,1
21.81011,50.260185,28.642712,1.8824962,1
1.0185834,50.2498,28.607443,1.4297091,1
5.2859135,50.251514,28.653471,1.9965706,1
3.7450867,50.257076,28.682205,1.9995996,1
33.188915,50.2792,28.698679,1.9994829,1
0.43229985,50.256634,28.659142,1.9997401,1
9.477075,50.266663,28.64692,1.9997967,1
23.001303,50.252785,28.698832,1.9988915,1
3.1657846,50.26321,28.607971,1.9997364,1
30.42803,50.27304,28.668129,1.9969754,1
16.018602,50.245422,28.69089,1.9993255,1
0.39307147,50.261955,28.70379,1.9986272,1
5.4541535,50.28216,28.671806,1.8650744,1
34.852306,50.26556,28.676449,1.0344709,1
34.126114,50.247265,28.635658,1.051752,1
6.9641085,50.261242,28.653278,1.0965425,1
13.79092,50.27773,28.68779,1.2165917,1
37.378307,50.257126,28.693954,0.7918423,1
0.014067721,50.265842,28.628859,0.6623526,1
0.09078303,50.243626,28.68491,0.66475207,1
12.771245,50.246025,28.65842,1.1194317,1
2.9208047,50.251766,28.686693,1.33533,1
51.153427,50.259098,28.636951,1.0966917,-1
36.5287,50.23662,28.693735,0.82420594,1
0.7131129,50.2632,28.721798,0.9767358,1
9.476181,50.245014,28.693365,0.6874398,1
33.285126,50.25716,28.700363,1.1138318,1
7.276702,50.27132,28.64302,1.0127114,1
20.182499,50.27475,28.637974,1.2412285,1
17.060148,50.293304,28.689713,1.301258,1
37.511135,50.29828,28.699171,1.2952017,-1
12.306364,50.30142,28.681036,1.3093538,1
2.6360083,50.28971,28.709707,1.4131314,1
0.1969993,50.279663,28.673613,1.2460327,1
0.1181301,50.264515,28.71032,1.3191593,1
17.193924,50.2508,28.66213,1.9953367,1
19.398611,50.261303,28.655857,1.9988004,1
15.319331,50.257977,28.687038,1.9996487,1
2.6840444,50.266014,28.649042,1.999873,1
31.473017,50.257015,28.697126,1.9996337,1
20.557468,50.252037,28.642622,1.99976,1
35.364883,50.258335,28.693348,1.9993126,1
15.43192,50.2434,28.651342,1.9991701,1
1.9156803,50.243187,28.665857,1.9966446,1
0.31505948,50.24672,28.669373,1.9717495,1
11.502431,50.24991,28.660765,1.9642721,1
6.617862,50.25155,28.654848,1.9963794,1
