currentStatus,speed,latitude,longitude,anomaly
2.9999964,1.1324348,43.46017,-3.8090189,1
3.0,22.137224,43.45736,-3.8272579,1
3.0,23.167408,43.469345,-3.781363,1
3.0,0.064482205,43.47484,-3.7946372,1
2.9999878,1.2353288,43.457756,-3.8300936,1
3.0,8.978651,43.475807,-3.8017137,1
2.9999995,16.164602,43.442566,-3.8666992,1
2.9999888,26.395473,43.47253,-3.843359,-1
2.9973521,18.711454,43.456432,-3.8381093,1
2.9999995,3.0638669,43.469433,-3.8635278,-1
2.9999998,4.56814,43.46919,-3.8419318,1
3.0,20.567255,43.468227,-3.8490586,1
2.9999948,1.031125,43.481186,-3.8002923,-1
2.9999998,21.910273,43.44267,-3.858827,1
3.0,28.452219,43.474625,-3.7823212,1
2.9999983,0.030464407,43.46083,-3.8011556,1
2.000052,24.805693,43.452194,-3.837334,-1
2.9999998,5.462241,43.466614,-3.7900484,1
2.9999561,13.73399,43.46401,-3.8112013,1
2.9999998,38.801083,43.46765,-3.8054302,1
2.9999976,26.590872,43.45061,-3.8100715,-1
2.9999983,15.022885,43.464596,-3.8323128,1
2.9999943,0.9550632,43.460037,-3.8092618,1
3.0,21.495224,43.45789,-3.8269322,1
3.0,22.712833,43.46935,-3.7813823,1
3.0,0.070099935,43.474724,-3.796823,1
2.9999804,1.2079053,43.458508,-3.8277454,1
3.0,9.259813,43.476246,-3.8012607,1
2.9999995,17.984116,43.443012,-3.8654122,1
2.9999912,27.458225,43.47178,-3.8317986,1
2.9992251,19.588242,43.456997,-3.8333085,1
2.9999998,3.1487927,43.46906,-3.8621058,-1
2.9999998,5.7730074,43.468323,-3.8447633,1
2.0021913,24.962555,43.44525,-3.8618002,-1
3.0,28.829216,43.468204,-3.803317,1
2.9887815,33.1004,43.447605,-3.8732562,1
2.9999998,10.144506,43.458023,-3.8022182,1
2.9972997,5.589595,43.45752,-3.8063028,1
3.0,2.6201918,43.469868,-3.8016405,1
2.9741743,18.452494,43.444717,-3.8400798,1
3.0,5.184962,43.471573,-3.788701,1
2.9741943,32.760143,43.456013,-3.7941115,-1
3.0,15.718947,43.46974,-3.7976072,1
2.9999998,1.0297636,43.45558,-3.8173065,-1
2.0002155,24.937275,43.446167,-3.8634486,-1
2.9999995,10.514648,43.463158,-3.7893217,1
2.9997702,29.451355,43.44681,-3.8673363,1
2.9999974,41.746002,43.446663,-3.8359942,1
2.9999993,11.654388,43.459576,-3.7865014,-1
2.992294,29.584402,43.467678,-3.7912407,1
3.0,24.236624,43.476097,-3.8213167,1
2.9999998,7.6874566,43.463665,-3.7831998,1
2.9986367,40.31569,43.45787,-3.7892895,-1
2.9999998,24.712059,43.46893,-3.7949097,1
3.0,5.287062,43.454838,-3.846626,1
2.000309,24.997189,43.44596,-3.863308,-1
2.9999921,5.3717213,43.461308,-3.7888615,1
2.999772,23.92794,43.44775,-3.8665707,1
2.9999998,38.428143,43.461243,-3.82847,1
2.9999993,9.883784,43.46095,-3.7916117,1
2.0350819,13.193077,43.47434,-3.7925153,1
2.9999998,17.105267,43.47768,-3.8090377,1
3.0,20.076609,43.467007,-3.788249,1
2.9999998,37.30819,43.461025,-3.8073986,1
2.9999998,30.48781,43.453568,-3.818846,1
2.9999995,29.643055,43.469738,-3.8305373,1
3.0,4.3344784,43.46254,-3.8063004,1
3.0,24.645557,43.455315,-3.829779,1
3.0,22.62916,43.468388,-3.7826653,1
3.0,0.102834456,43.474037,-3.8051057,1
2.9998944,0.73157066,43.46035,-3.8251328,1
3.0,18.88002,43.474133,-3.8090665,1
3.0,18.819984,43.450176,-3.8519328,1
2.999949,31.548317,43.46029,-3.8287146,1
2.987728,28.556479,43.457874,-3.8427527,1
2.9999995,3.1081202,43.4722,-3.8617444,-1
2.9999998,1.8651901,43.470867,-3.8327909,1
3.0,5.5641556,43.463097,-3.8058424,1
3.0,19.860117,43.457226,-3.8284917,1
3.0,16.37665,43.464214,-3.7874544,1
3.0,0.18697962,43.47371,-3.8148077,1
2.9998024,0.72023046,43.46345,-3.817807,1
2.9999998,20.359713,43.47371,-3.811521,1
3.0,19.994892,43.453842,-3.83781,1
2.9999714,31.530855,43.45712,-3.8165026,1
2.992927,29.83239,43.457027,-3.843841,1
2.9999995,3.6255426,43.47194,-3.8617172,-1
2.9999995,1.8162142,43.47106,-3.8397417,-1
3.0,23.574413,43.447037,-3.8250544,1
2.9999995,44.156513,43.441883,-3.8652732,1
2.9999993,42.292343,43.477947,-3.8031468,-1
2.9999995,0.2612416,43.47135,-3.7964804,1
2.996514,36.812275,43.471066,-3.8019664,1
3.0,3.2915952,43.477604,-3.798774,1
2.0701396,36.905476,43.464176,-3.813144,-1
3.0,30.034513,43.478188,-3.7938685,1
2.0000048,15.790259,43.480316,-3.7819102,-1
3.0,5.68589,43.475376,-3.8103755,1
3.0,31.073776,43.45684,-3.79278,-1
3.0,7.7925053,43.463764,-3.805675,1
3.0,9.36513,43.458347,-3.8284135,1
3.0,8.028656,43.45683,-3.809513,1
3.0,0.33462092,43.470497,-3.8105936,1
2.9997103,1.2243372,43.464073,-3.8090384,1
2.9999995,20.08066,43.47318,-3.8130312,1
2.9999998,20.682932,43.455658,-3.815475,1
2.9999857,29.614847,43.45693,-3.8125918,1
2.9992826,25.759352,43.45474,-3.848882,1
2.9999993,4.3774652,43.47264,-3.8609197,-1
2.9999995,2.4242074,43.469833,-3.8446453,-1
2.0001862,24.901398,43.446266,-3.8634868,-1
3.0,14.188095,43.464092,-3.7913568,1
2.9995236,29.67072,43.447002,-3.8695223,1
2.9999986,38.83373,43.448517,-3.8353224,1
2.9999988,6.970033,43.461308,-3.7917793,1
2.9976187,26.569824,43.467697,-3.7974007,1
3.0,23.537735,43.473427,-3.8214257,1
2.9999998,7.6833777,43.462746,-3.7827523,1
2.9964104,40.670383,43.45636,-3.787922,-1
3.0,19.579845,43.469387,-3.795408,1
3.0,3.7933571,43.454273,-3.8466234,1
2.9999995,2.5111895,43.461346,-3.8075163,1
3.0,23.945055,43.4563,-3.8279624,1
3.0,22.761765,43.468933,-3.7820263,1
3.0,0.081656545,43.474285,-3.8006153,1
2.999948,0.9094284,43.458885,-3.828748,1
3.0,15.816118,43.47479,-3.8066618,1
3.0,17.6278,43.447227,-3.8571887,1
2.9999633,29.979788,43.46388,-3.8333042,1
2.9838705,27.796982,43.457382,-3.8419228,1
2.9999995,3.3377242,43.471657,-3.8624194,-1
2.9999998,2.1078982,43.47126,-3.8300743,1
3.0,5.894803,43.45862,-3.8319988,1
3.0,0.45473257,43.470554,-3.8052804,1
3.0,5.0380073,43.44545,-3.873198,-1
3.0,7.5574155,43.475403,-3.7882617,1
2.9999545,1.3997358,43.46772,-3.785346,1
2.9999926,28.867558,43.47158,-3.806865,1
2.9999998,14.230858,43.457165,-3.7882142,-1
2.9999974,20.23055,43.456665,-3.8292863,1
2.999993,26.968588,43.448986,-3.8513453,1
2.9999955,16.152914,43.47261,-3.8464694,-1
2.9999998,2.604459,43.464733,-3.8562908,1
2.999998,23.134317,43.444054,-3.8282218,-1
2.999998,45.12088,43.443893,-3.8434784,1
2.9999995,42.624752,43.478764,-3.7997622,-1
2.999999,0.32369792,43.47258,-3.7919028,1
2.9991417,35.150375,43.471916,-3.8020053,1
3.0,4.09903,43.477257,-3.7958531,1
2.1812222,36.391846,43.45994,-3.8176174,-1
3.0,28.408243,43.47711,-3.790191,1
2.0000033,13.412759,43.479538,-3.781944,-1
3.0,4.8358083,43.473915,-3.809082,1
3.0,31.952696,43.457348,-3.7913954,1
3.0,8.649527,43.461956,-3.81346,1
3.0,0.83810085,43.45678,-3.8293414,1
3.0,4.8742695,43.45167,-3.866802,1
3.0,3.7235339,43.473846,-3.786757,1
2.999667,3.430289,43.468983,-3.787893,1
2.9999995,16.653742,43.473465,-3.815281,1
2.9999998,13.344805,43.457066,-3.797853,-1
2.9999957,27.827433,43.459007,-3.8181756,1
2.999968,25.476324,43.44856,-3.8506773,1
2.9999976,8.860139,43.47342,-3.8554542,-1
2.9999995,2.1826887,43.46668,-3.8551376,1
3.0,4.880042,43.456715,-3.852902,1
3.0,0.33000487,43.480274,-3.7973661,-1
2.9999995,14.576644,43.442204,-3.872837,-1
3.0,20.465141,43.474983,-3.7827194,1
2.9999905,0.1908527,43.47207,-3.7894723,1
2.0566375,35.172215,43.468445,-3.809331,-1
3.0,15.226651,43.471428,-3.7900376,1
2.9999988,13.311813,43.45753,-3.8375614,1
2.9999962,36.24957,43.45479,-3.8358474,1
2.9999883,24.820967,43.462025,-3.821481,1
2.9999993,3.1841178,43.465225,-3.8564157,1
3.0,34.167065,43.47356,-3.8336842,1
2.9999957,26.268362,43.44204,-3.8775082,1
2.9974484,0.77469766,43.468575,-3.8260376,1
2.9999986,0.30949178,43.464645,-3.799452,1
3.0,2.2671475,43.456757,-3.8085084,-1
3.0,0.27296358,43.447746,-3.8758972,-1
2.9999986,0.69809586,43.478874,-3.8116257,-1
2.0000093,6.153054,43.47609,-3.7868721,1
2.12625,2.5995939,43.458385,-3.787519,-1
3.0,9.935985,43.45717,-3.7802987,-1
3.0,26.504904,43.45568,-3.7894807,-1
3.0,24.564264,43.44995,-3.8248143,1
2.999983,39.280224,43.440464,-3.8766649,-1
2.999999,9.204448,43.466717,-3.80635,1
2.9999986,1.1559368,43.46122,-3.8226242,1
2.9999998,19.905197,43.46879,-3.8052986,1
3.0,0.09489539,43.46835,-3.805227,1
2.0001671,19.940979,43.46704,-3.7943206,-1
3.0,15.980461,43.478043,-3.799105,1
2.0000646,13.612157,43.480236,-3.7825336,-1
2.999999,4.7162294,43.470715,-3.7907326,1
3.0,42.80258,43.462772,-3.7848585,-1
2.9973197,0.17866397,43.463657,-3.811292,1
3.0,10.71546,43.463627,-3.826337,1
3.0,15.405643,43.467213,-3.7831285,1
3.0,0.28081366,43.475273,-3.8218977,-1
2.999989,1.2702036,43.463856,-3.8316329,1
3.0,7.461474,43.474064,-3.7973285,1
2.9999998,16.600208,43.466396,-3.796367,1
3.0,21.827223,43.464417,-3.8008723,1
2.9999993,27.550812,43.44274,-3.8474545,1
2.9999967,24.919352,43.471634,-3.8580399,-1
2.9999714,13.602773,43.457546,-3.8511167,1
3.0,6.964564,43.46357,-3.805615,1
3.0,10.844672,43.45876,-3.8262675,1
3.0,8.419895,43.45791,-3.804511,1
3.0,0.299087,43.47104,-3.8126957,1
2.999792,1.0373782,43.46413,-3.810995,1
2.9999995,19.892136,43.473164,-3.81339,1
2.9999998,20.705338,43.4555,-3.8176785,1
2.9999847,29.850132,43.45658,-3.8128467,1
2.9991715,26.384583,43.455536,-3.8474975,1
2.9999993,4.2748857,43.472412,-3.8610957,-1
2.9999995,2.3988717,43.470226,-3.843901,-1
2.9680905,23.857521,43.443783,-3.8472214,1
3.0,45.144287,43.464546,-3.7987201,1
2.9999998,43.5708,43.46112,-3.8416755,1
2.9999993,14.410205,43.466206,-3.7844706,1
2.9994383,39.18009,43.4703,-3.7942863,1
3.0,3.6028166,43.476673,-3.7974162,1
2.316514,29.246609,43.452667,-3.831715,-1
3.0,18.561333,43.475937,-3.791936,1
2.0000038,9.656353,43.47795,-3.783727,1
3.0,4.439911,43.472904,-3.8047745,1
3.0,28.076216,43.45578,-3.789003,-1
3.0,23.972546,43.448265,-3.8248875,1
2.9999886,41.31812,43.44059,-3.875808,-1
2.9999998,31.22664,43.47428,-3.8020608,1
2.9999995,0.12834619,43.472736,-3.801722,1
2.9963143,44.38157,43.47299,-3.7880216,-1
3.0,3.2798123,43.477097,-3.801189,1
2.0102155,19.52535,43.468067,-3.806567,-1
3.0,31.309734,43.47973,-3.8007746,1
2.0000024,14.176477,43.47951,-3.782576,-1
2.9999995,3.063075,43.471046,-3.8095078,1
3.0,37.44916,43.45813,-3.790136,1
2.0470726,0.11325252,43.474724,-3.8025036,1
3.0,0.6020491,43.45908,-3.830503,1
3.0,0.9314562,43.452583,-3.8422909,1
3.0,7.900114,43.445164,-3.8617904,-1
2.999998,30.848383,43.460873,-3.864087,1
2.9999988,23.567896,43.46791,-3.789393,1
2.9999998,34.272717,43.47153,-3.7977736,1
3.0,32.817772,43.4753,-3.7863877,1
3.0,27.012459,43.452065,-3.8627255,1
2.999998,24.525845,43.467903,-3.8477144,1
2.9999576,33.512047,43.458656,-3.8350205,1
3.0,25.26286,43.451836,-3.824827,1
2.999987,38.024513,43.440456,-3.876851,-1
2.9999993,10.938699,43.468624,-3.809304,1
2.999999,0.7307165,43.46037,-3.827511,1
2.9999998,23.732824,43.468567,-3.8050237,1
2.9999998,0.106997915,43.466015,-3.8049004,1
2.0001311,17.738209,43.465527,-3.7947447,-1
3.0,15.593476,43.47774,-3.7998252,1
2.0000877,13.662845,43.480362,-3.7826848,1
2.999999,4.886563,43.47104,-3.7904794,1
3.0,42.95276,43.46276,-3.7850738,-1
2.999999,23.084864,43.444252,-3.827511,-1
2.999991,45.00252,43.442364,-3.8585062,1
2.9999998,39.442616,43.477047,-3.7943857,-1
2.9999976,0.11229797,43.475616,-3.7933624,1
2.9989386,40.882008,43.472317,-3.796142,1
3.0,4.29383,43.477654,-3.7975273,1
2.0893364,30.217266,43.463264,-3.8187206,-1
3.0,26.489574,43.477654,-3.7909613,1
2.0000021,11.188395,43.479107,-3.7828617,1
3.0,3.7799132,43.471645,-3.8118184,1
3.0,35.62878,43.458088,-3.7913942,1
2.0108573,0.12995528,43.47601,-3.7988143,1
3.0,0.43915161,43.460255,-3.8323722,1
3.0,0.48793116,43.460747,-3.8094976,1
3.0,4.947994,43.45083,-3.8537612,1
2.999999,31.665676,43.449512,-3.86933,1
2.9999745,33.01361,43.476154,-3.8499503,-1
2.9999883,15.343822,43.455112,-3.823231,1
3.0,9.678271,43.47633,-3.7887218,1
3.0,33.783337,43.46676,-3.834527,1
3.0,35.419308,43.466225,-3.7827206,1
3.0,36.91842,43.45368,-3.850017,1
2.9995804,23.772352,43.443497,-3.83795,1
3.0,45.237686,43.454346,-3.80545,-1
2.9999995,43.432667,43.47459,-3.8148854,-1
2.9999998,5.985842,43.467186,-3.785238,1
2.9996932,36.016685,43.47064,-3.7990189,1
3.0,5.247904,43.47639,-3.7940133,1
2.5074086,37.441296,43.454144,-3.8228579,-1
3.0,26.061676,43.476055,-3.7891905,1
2.0000055,12.593196,43.47914,-3.7819545,1
3.0,5.2953343,43.474346,-3.8046165,1
3.0,30.08554,43.45641,-3.7904017,-1
